temp
25.25291
25.26911
25.19843
25.01163
25.02339
25.01604
25.04544
25.07337
24.80308
24.74
24.71213
24.65789
24.41772
24.59341
24.54947
24.61246
24.7312
24.65349
24.74293
24.8295
25.08514
24.27295
23.99699
24.55972
24.68281
24.47187
24.41479
24.36213
24.2861
24.4265
24.53189
24.49968
24.50114
24.37676
24.35336
24.30511
24.37383
24.42357
24.56118
24.93375
25.15281
25.21168
25.01016
25.29415
24.78988
24.52164
24.62418
24.60074
24.74587
24.68721
24.61978
24.40309
24.45869
24.35921
24.28903
24.15607
23.80458
23.74487
23.77982
23.98678
23.93282
24.00428
24.0714
24.3753
24.387
24.90731
24.28756
23.9095
23.68082
24.3285
24.43528
24.44259
24.40455
24.35921
24.33142
24.27733
24.22326
24.16045
24.13271
23.74778
23.3755
23.36388
23.48011
23.68664
23.8716
23.94449
23.94011
24.07724
24.17944
25.02339
25.28826
25.505
24.38846
24.57876
24.14877
24.14147
24.23787
24.21596
24.25249
24.27149
24.23349
24.16922
24.07724
23.95324
23.99261
23.99991
23.89201
24.13417
24.25687
24.31826
24.28756
24.51286
24.50114
24.48797
25.13221
24.91319
24.696
24.38846
24.32996
24.24518
24.27002
24.25249
24.12249
24.0641
24.0641
24.05389
24.07578
24.01304
23.99845
23.92408
23.90513
23.83372
23.75943
23.81186
23.81478
24.01449
23.88763
23.9372
23.97365
23.93866
23.86869
23.70265
23.77108
23.88035
23.81623
23.73177
23.69101
23.69828
23.71575
23.73322
23.71866
23.58625
23.4307
23.42634
23.44668
23.40164
23.39874
23.345
23.3784
23.40455
23.41617
23.41181
22.37362
23.00992
23.5557
22.82167
23.20566
22.90997
23.28692
23.37695
23.36388
23.25935
23.21001
23.19985
23.16069
23.12443
23.1926
23.09399
23.10413
23.24483
23.46703
23.29418
23.17955
23.36097
23.41617
23.58188
23.79001
23.68955
23.63134
23.72157
23.65462
23.60515
23.58915
23.61097
23.60515
23.5557
23.50627
23.48592
23.45976
23.40455
23.46557
23.40019
23.345
23.5179
22.98239
22.9708
23.81478
23.94595
23.68664
23.42053
23.88326
23.74778
23.52953
23.64589
23.68664
23.66044
23.60952
23.60225
23.60079
23.61825
23.56734
23.56734
23.50627
23.15344
23.21291
23.25644
23.47284
23.67791
23.84537
23.90804
23.87889
24.34897
24.69307
25.19107
24.99987
24.78401
24.35482
24.52164
24.4865
24.40163
24.41333
24.40309
24.37383
24.31534
24.2861
24.27879
24.27002
24.14147
24.16045
24.04222
23.97803
24.06264
24.16776
24.24226
24.27295
24.6447
24.94697
24.68867
24.49822
24.63004
24.79134
24.34312
24.30511
24.34312
24.33873
24.3168
24.29341
24.25541
24.21304
24.1882
24.19989
24.23203
24.18236
24.12687
24.19405
24.34312
23.9649
23.84537
23.86869
23.60661
23.86577
24.11811
24.10935
23.99699
23.88909
23.84392
23.8512
23.83226
23.85412
23.8716
23.83372
23.80167
23.81186
23.80604
23.73905
23.68518
23.6488
23.71721
23.74487
23.72012
23.86286
23.89346
23.84246
23.88326
23.82935
23.7405
23.70556
23.99553
24.10789
23.841
23.77108
23.57897
23.4772
23.43651
23.44959
23.40891
23.38712
23.44232
23.47429
23.51063
23.58625
23.56298
23.60515
23.61097
23.68373
23.74924
23.81041
23.93282
23.9649
24.05389
23.36969
21.29428
21.93105
22.79128
22.84772
22.83903
22.73196
22.80141
22.77102
22.78404
22.7551
22.70737
22.5498
22.67989
22.87233
23.00558
23.14329
23.17084
23.27096
23.26225
23.28112
23.69537
23.96928
24.18966
23.81769
23.87452
24.09475
23.69828
23.65026
23.63425
23.61243
23.58915
23.5877
23.54843
23.48883
23.4336
23.39438
23.40745
23.43215
23.3479
23.28402
23.18825
23.14764
23.06209
23.29418
23.67354
23.841
23.60225
24.07578
24.9984
24.45284
23.82206
23.56007
23.42779
23.39147
23.33919
23.30144
23.2579
23.21726
23.18825
23.15489
23.15344
23.06789
23.01572
23.0418
22.99688
23.08819
23.22017
23.39583
23.69828
24.13563
24.28026
24.84418
24.90144
23.10848
22.89549
23.00413
22.8926
22.84772
22.87812
22.55992
22.11256
22.48768
22.22213
22.08085
22.04195
21.84756
19.86527
21.24837
22.21492
22.56714
22.67989
22.91432
23.30725
22.49779
22.91721
22.27982
22.23222
22.39094
22.17166
21.94545
21.89506
21.80439
21.61887
21.24119
21.34739
21.34452
21.12788
21.17521
21.88498
22.10103
22.33321
22.52524
22.69725
22.92011
23.09834
23.19405
23.81915
23.76526
22.99543
22.75076
22.65098
22.81009
22.84193
22.89839
22.85061
22.82311
22.68423
22.01746
22.38228
22.43569
22.48913
22.3765
22.48768
22.2654
22.33609
22.12697
22.26972
22.40104
22.55414
22.68712
23.03021
23.03021
23.11138
23.07949
22.65676
23.1926
23.01717
23.01717
23.02296
22.99833
22.96791
22.90273
22.71171
22.64086
22.58304
22.52669
22.35774
21.96417
21.78713
21.639
21.55995
21.32012
21.53983
21.88354
22.33754
22.57437
23.79147
22.45447
23.06354
23.45104
23.09544
23.14474
23.02296
22.95053
22.82311
22.79417
22.72473
22.72183
22.68712
22.71749
22.78693
22.68857
22.61917
22.8289
22.8289
22.85061
22.83759
22.8926
22.97225
22.88246
22.90273
22.87522
23.0418
23.1926
22.8897
22.78115
22.81009
22.63074
22.53391
22.40682
22.29858
22.21059
22.17166
22.11112
22.14571
22.30435
22.34619
22.40971
22.65676
22.84193
22.84917
22.74353
23.0418
23.32903
23.5557
23.29999
23.51935
23.95032
23.20856
